text,label
Funnell,0
Najjar,0
Qian,1
Fakhoury,0
Wasem,0
Asghar,0
Hawkins,0
Ducon,0
Ashbrook,0
Shamoun,0
Beattie,0
Handal,0
Inker,0
Lakin,0
Hussain,0
Ashe,0
Grady,0
Keeler,0
Pickthall,0
Dooley,0
Johnson,0
Elliman,0
Leitch,0
Darr,0
Towers,0
Nader,0
Nader,0
Farrant,0
Eason,0
Mustafa,0
Dent,0
Kassab,0
Touma,0
Renshaw,0
Jeffreys,0
Gibson,0
Botros,0
Totten,0
Gaber,0
Parsons,0
Kouri,0
Riddler,0
Joyce,0
Guirguis,0
Rosser,0
Siew,1
Hook,0
Bitar,0
Handal,0
Emmerson,0
Nicolson,0
Singleton,0
Mifsud,0
Elbutt,0
Jewell,0
Handal,0
Koury,0
Safar,0
Macarthur,0
Sturrock,0
Dingle,0
Ingham,0
Mccallum,0
Guirguis,0
Kershaw,0
Malouf,0
Khan,0
Naifeh,0
Liu,1
Dell,0
Fall,0
Aswad,0
Khouri,0
Roden,0
Vinton,0
Judge,0
Almasi,0
Laws,0
Atter,0
Hadad,0
Randle,0
Ransom,0
Allen,0
Ayling,0
Lynch,0
Ghanem,0
Tully,0
Woodhall,0
Khoury,0
Shalhoub,0
Bazzi,0
Rahal,0
Richter,0
Kidner,0
Verney,0
Walkden,0
Oloughlin,0
Robin,0
Tahan,0
Storer,0
Kirkland,0
Mcauley,0
Oates,0
Hoult,0
Brock,0
Jermy,0
Blythe,0
Aswad,0
Day,0
Stedman,0
Xian,1
Ewart,0
Waterman,0
Keffler,0
Duffy,0
Zhui,1
Paton,0
Nazari,0
Whalley,0
Devlin,0
Nader,0
Sarkis,0
Flanagan,0
Bedford,0
Tsang,1
Levine,0
Moghadam,0
Nahas,0
Tuck,0
Darbyshire,0
Lindo,0
Burnett,0
Tindall,0
Appleby,0
Kassis,0
Purvis,0
Foden,0
Whittington,0
Rawlinson,0
Frith,0
Tahan,0
Ferris,0
Roffey,0
Toma,0
Hodson,0
Newington,0
Thornes,0
Ghanem,0
Phelan,0
Asghar,0
Boutros,0
Sabbag,0
Sarkis,0
Leaver,0
Neilson,0
Tedd,0
Gerges,0
Travers,0
Boutros,0
Macpherson,0
Petrova,0
Gaynor,0
Griggs,0
Greenall,0
Deeb,0
Earley,0
Jubb,0
Ranks,0
Rickards,0
Peach,0
Cham,0
Wright,0
Rhys,0
Goff,0
Ding,1
Lucas,0
Pickford,0
Costello,0
Gui,1
Haddad,0
Ganem,0
Khoury,0
Guttridge,0
Dou,1
Ghannam,0
Oreilly,0
Beer,0
Khouri,0
Quraishi,0
Isa,0
Oxby,0
Sloan,0
Asghar,0
Chester,0
Boutros,0
Fakhoury,0
Boutros,0
Baba,0
Meakin,0
Somerville,0
Rahal,0
Moreno,0
Gardiner,0
Foucher,0
Downes,0
Oxtoby,0
Jervis,0
Seif,0
Said,0
Kram,0
Ingle,0
Issa,0
Hancock,0
Telford,0
Gai,1
Blair,0
Hanania,0
Antar,0
Awad,0
Mclaren,0
Nader,0
Sabbagh,0
Dandy,0
Ludkin,0
Linton,0
Forshaw,0
Essa,0
Gower,0
Najjar,0
Talbot,0
Shalhoub,0
Bullock,0
Tahan,0
Wall,0
Kassis,0
Golding,0
Smythe,0
Hanania,0
Keable,0
Larkin,0
Asghar,0
Jobson,0
Werner,0
Seif,0
Hallam,0
Safar,0
Daher,0
Carey,0
Morrison,0
Alsop,0
Kanaan,0
Issa,0
Khoo,1
Lovelock,0
Amner,0
Nader,0
Gamble,0
Sleiman,0
Kassis,0
Rawsthorne,0
Shammas,0
Torney,0
Whitmore,0
Oflynn,0
Munro,0
Ying,1
Kattan,0
Ganim,0
Wainwright,0
Mansour,0
Eslick,0
Gourlay,0
Kampfner,0
Tippins,0
Daniells,0
Guirguis,0
Ganem,0
Swift,0
Hakimi,0
Aldren,0
Michel,0
Rowan,0
Homer,0
Kelland,0
Najjar,0
Ba,0
Ferreira,0
Nutella,0
Masih,0
Kattan,0
Scott,0
Aziz,0
Hadad,0
Qureshi,0
Hakimi,0
Coulter,0
Goodchild,0
Duval,0
Fosse,0
Rodham,0
Rampling,0
Wicks,0
Hamnett,0
Mccall,0
Jenkin,0
Kinniburgh,0
Higgins,0
Torres,0
Arian,0
Tahan,0
Emms,0
Voyse,0
Sanders,0
Drysdale,0
Maalouf,0
Fairbrother,0
Vane,0
Jenas,0
Keelan,0
Mcnulty,0
Salib,0
Jue,1
Tatlow,0
London,0
Bentley,0
Woodhams,0
Crump,0
Danks,0
Bahar,0
Hakimi,0
Feng,1
Kilshaw,0
Bahar,0
Mcphee,0
Pannell,0
Hadfield,0
Pack,0
Walker,0
Haworth,0
Walling,0
Spears,0
Barrett,0
Cosgrove,0
Shadid,0
Vockins,0
Nazari,0
Wakeford,0
Child,0
Nader,0
Nassar,0
Chase,0
Atiyeh,0
Khouri,0
Showell,0
Cohen,0
Mcfadden,0
Moghadam,0
Naser,0
Horne,0
Kett,0
Keenan,0
Coombes,0
Shamoun,0
Maroun,0
Govier,0
Andrews,0
Jarvis,0
Moon,0
Isaac,0
Sleiman,0
Seif,0
Gilbey,0
Airey,0
Foxley,0
Hutchison,0
Huie,1
Gauk,1
Aswad,0
Copland,0
Ganem,0
Rann,0
Machin,0
Shamoon,0
Botros,0
Nelmes,0
Curtis,0
Kilb,0
Sampson,0
Kirkbright,0
Said,0
Jameson,0
Asghar,0
Ashby,0
Cleaver,0
Kane,0
Gleeson,0
Steel,0
Dolan,0
Cowell,0
Malouf,0
Elliot,0
Kassis,0
Feeney,0
Zogby,0
Nord,0
Aswad,0
Cleary,0
Chilvers,0
Espley,0
Thurston,0
Naser,0
Thurbon,0
Burman,0
Olivier,0
Garbett,0
Hodges,0
Mcgowan,0
Haggett,0
Timmins,0
Kristensen,0
Taurel,0
Jennson,0
Fossard,0
Shadid,0
Jeffery,0
Good,0
Doon,0
Loong,1
Snell,0
Greenway,0
Pan,1
Kattan,0
Najjar,0
Mustafa,0
Alden,0
Sayegh,0
Guirguis,0
Haik,0
Sabbagh,0
Guang,1
Naser,0
Aswad,0
Barron,0
Maalouf,0
Baz,0
Ghannam,0
Maroun,0
Altham,0
Farr,0
Kilbey,0
Kassis,0
Phelps,0
Lenihan,0
Mustafa,0
Pian,1
Reeves,0
Dermody,0
Moghadam,0
Stack,0
Tell,0
Kettell,0
Govender,0
Abboud,0
Pattinson,0
Craven,0
Shalhoub,0
Kassis,0
Ganem,0
Botros,0
Assaf,0
Srour,0
Batty,0
Tocher,0
Richmond,0
Russon,0
Bell,0
Berry,0
Deakin,0
Seddon,0
Yan,1
Reay,0
Laycock,0
Nazari,0
Ealy,0
Hampton,0
Barry,0
Deeb,0
Mcdonald,0
Karras,0
Adam,0
Purkis,0
Koury,0
Large,0
Toma,0
Bitar,0
Jerome,0
Frampton,0
Amari,0
Gallagher,0
Sarraf,0
Sarraf,0
Gilmour,0
Oakton,0
Said,0
Kassab,0
Nazari,0
Kalb,0
Wolf,0
Lucey,0
Spiller,0
Davidson,0
Keeble,0
Haddad,0
Fakhoury,0
Loat,0
Skinner,0
Trevor,0
Sabbagh,0
Beale,0
Tansey,0
Joynson,0
Lockie,0
Haik,0
Guilmard,0
Asker,0
Attia,0
Shalhoub,0
Sarraf,0
Gates,0
Edlington,0
Everton,0
Chu,1
Spinks,0
Hanania,0
Lacy,0
Khoury,0
Parratt,0
Buchanan,0
Killen,0
Whitelaw,0
Howarth,0
Newell,0
Vallory,0
Perks,0
Gorman,0
Moghadam,0
Nield,0
Awad,0
Ganem,0
Ormiston,0
Ganim,0
Fan,1
Wilton,0
Gallo,0
Aldworth,0
Kassis,0
Nazari,0
Roome,0
Hadad,0
Fakhoury,0
Nandi,0
Lyons,0
Heron,0
Wang,0
Wheatcroft,0
Dykes,0
Ganivet,0
Amari,0
Kerby,0
Almasi,0
Holdsworth,0
Tahan,0
Rolfe,0
Sayegh,0
Totah,0
Hajjar,0
Plastow,0
Allington,0
Hajjar,0
Toms,0
Sabbag,0
Zhuan,1
Bradshaw,0
Fogg,0
Selby,0
Cadman,0
Tannous,0
Sunderland,0
Naumann,0
Tuttle,0
Underhill,0
Sparkes,0
Samaha,0
Basara,0
Cham,0
Morcos,0
Ganim,0
Antar,0
Kidman,0
Winship,0
Chalmers,0
Kealey,0
Aderson,0
Pollard,0
Salib,0
Ba,0
Caton,0
Carling,0
Gibbins,0
Ould,0
Rollinson,0
Khouri,0
Towns,0
Feetham,0
Ranson,0
Mckeown,0
Oakey,0
Fischer,0
Tate,0
Shalhoub,0
Nader,0
Whelan,0
Franco,0
Moghadam,0
Michael,0
Rehman,0
Hinds,0
Singh,0
Mui,1
Zogby,0
Campbell,0
Corbett,0
Timney,0
Shadid,0
Jowitt,0
Waterhouse,0
Croft,0
Watling,0
Elwell,0
Saliba,0
Martins,0
Ireland,0
Tosh,0
Cox,0
Neighbour,0
Southern,0
Atkinson,0
Harding,0
Hadad,0
Faulkner,0
Haddad,0
Pooke,0
Ashdown,0
Elston,0
Mansour,0
Khoury,0
Swann,0
Gillies,0
Seif,0
Deeb,0
Naser,0
Levann,0
Hakimi,0
Geary,0
Botros,0
Abboud,0
Gordon,0
Water,0
Llewellyn,0
Mikhail,0
Moran,0
Viney,0
Guirguis,0
Vyner,0
Anderson,0
Middleton,0
Chan,0
Naifeh,0
Webber,0
Ayliffe,0
Kill,0
France,0
Pang,1
Zhuo,1
Hajjar,0
Doyle,0
Bass,0
Arian,0
Totah,0
Bingham,0
Costa,0
Negros,0
Gall,0
Geldard,0
Mustafa,0
Hardwick,0
Clements,0
Shadid,0
Daniels,0
Lamond,0
Toma,0
Kassab,0
Shui,1
Attia,0
Kouri,0
Newby,0
Alcock,0
Borland,0
Tallett,0
Kent,0
Kattan,0
Atiyeh,0
Connor,0
Reader,0
Mcnaught,0
Toma,0
Morcos,0
Gifford,0
Ohalloran,0
Samaha,0
Abadi,0
Alder,0
Hussey,0
Sayegh,0
Baron,0
Ba,0
Guirguis,0
Brooker,0
Nurton,0
Isbill,0
Wheeler,0
Boulos,0
Pateman,0
Mustafa,0
Harlow,0
Kay,0
Totah,0
Errington,0
Devaney,0
Hibbert,0
Hartley,0
Baba,0
Harrop,0
Haik,0
Quraishi,0
Were,0
Ellerby,0
Adsett,0
Fuller,0
Rosenblatt,0
Howden,0
Kernick,0
Sayers,0
Davenport,0
Baba,0
Tamber,0
Totah,0
Armsden,0
Rahal,0
Bone,0
Boutros,0
Gerges,0
Almasi,0
Haddad,0
Mar,1
Finnimore,0
Dunlop,0
Kamara,0
Najjar,0
Jarram,0
Ravenscroft,0
Maroun,0
Nicks,0
Wasem,0
Noonan,0
Amari,0
Althoff,0
Kinghorn,0
Dempster,0
England,0
Isa,0
Oulton,0
Almasi,0
Mifsud,0
Haddad,0
Doran,0
Devonport,0
Qureshi,0
Will,0
Tahan,0
Lomas,0
Shadid,0
Najjar,0
Fakhoury,0
Burr,0
Hinton,0
Abboud,0
Gillan,0
Samaha,0
Nahas,0
Naifeh,0
Nemeth,0
Fairley,0
Odam,0
Salib,0
Walls,0
Earle,0
Wotherspoon,0
Gilks,0
Pryor,0
Mcclymont,0
Diamond,0
Godden,0
Touma,0
Putt,0
Mcintosh,0
Jacobs,0
Mackay,0
Brandrick,0
Ottley,0
Chantler,0
Parnaby,0
Nassar,0
Tahan,0
Sleiman,0
Mai,1
Court,0
Ogilvie,0
Hastings,0
Leigh,0
Saliba,0
Said,0
Harb,0
Isa,0
Shadid,0
Velds,0
Hakimi,0
Aherne,0
Antar,0
Basara,0
Kattan,0
Khouri,0
Ivory,0
Alexandar,0
Mcewan,0
Clifford,0
Kitchin,0
Morcos,0
Grimes,0
Luscombe,0
Sarraf,0
Oakley,0
Antar,0
Woodley,0
Shamon,0
Hodgkins,0
Shi,1
Shannon,0
Thurling,0
Staff,0
Dover,0
Moghadam,0
Atiyeh,0
Daher,0
Amesbury,0
Eskins,0
Daher,0
Sadler,0
Oswald,0
Jenks,0
Dodson,0
Olsen,0
Eckersall,0
Robe,0
Shotton,0
Lockwood,0
Marshall,0
Rand,0
Khoury,0
Kelk,0
Daher,0
Thackeray,0
Abdi,0
Tahan,0
Huang,1
Inman,0
Kinsey,0
Chadwick,0
Shamoun,0
Ghannam,0
Nevins,0
Frost,0
Naifeh,0
Ohara,0
Eyre,0
Jevons,0
Tyler,0
Bickley,0
Brelsford,0
Egan,0
Shamon,0
Verdon,0
Luo,1
Dagher,0
Awad,0
Bazzi,0
Guo,1
Emmins,0
Sayegh,0
Kenneth,0
Duck,0
Mccartney,0
Gutteridge,0
Antar,0
Samaha,0
Shamon,0
Zaoui,0
Teale,0
Varey,0
Eggleston,0
Hajjar,0
Kanaan,0
Bishara,0
Reese,0
Overton,0
Qureshi,0
Antar,0
Cliff,0
Maroun,0
Abadi,0
Morcos,0
Myatt,0
Grange,0
Ghanem,0
Ettrick,0
Sabbag,0
Mikhail,0
Overing,0
Algar,0
Khouri,0
Napier,0
Kehoe,0
Dagher,0
Powers,0
Parry,0
Ran,1
Worthington,0
Adey,0
Hooton,0
Pope,0
Quraishi,0
Smithson,0
Howe,0
Tellis,0
Huan,1
Fakhoury,0
Srour,0
Poulton,0
Boulos,0
Said,0
Beal,0
Fawcett,0
Rumbold,0
Elder,0
Galloway,0
Sabbag,0
Depp,0
Leslie,0
Shamon,0
Swain,0
Fishlock,0
Rigby,0
Cham,0
Broughton,0
Khoury,0
Arnall,0
Eddy,0
Harker,0
Fagan,0
Boulos,0
Westgate,0
Younis,0
Yasmin,0
Harb,0
Kanaan,0
Bazzi,0
Min,1
Kidd,0
Xing,1
Farnsworth,0
Asfour,0
Okten,0
Etchells,0
Joss,0
Rayner,0
Nott,0
Shamoun,0
Grenard,0
Saliba,0
Maloof,0
Sarkis,0
Winder,0
Palfreyman,0
Toma,0
Ba,0
Nassar,0
Ganim,0
Utley,0
Noon,0
Kewley,0
Touma,0
Ryans,0
Moghadam,0
Saliba,0
Olley,0
Ridley,0
Ganem,0
Amari,0
Khouri,0
Attia,0
Fargher,0
Totah,0
Mustafa,0
Bishara,0
Assaf,0
Kattan,0
Malouf,0
Duckworth,0
Maalouf,0
Mustafa,0
Tipping,0
Brewer,0
Oneill,0
Shamoun,0
Calveley,0
Toma,0
Pinnock,0
Glasgow,0
Totah,0
Ingleby,0
Hepples,0
Duggan,0
Kinch,0
Cham,0
Lockhart,0
Ridge,0
Swan,0
Farrow,0
Render,0
Reilly,0
Koury,0
Fulleron,0
Moody,0
Eley,0
Shamoun,0
Pendleton,0
Pomeroy,0
Auton,0
Atherley,0
Abadi,0
Eng,1
Hickman,0
Antoun,0
Eccles,0
Alldritt,0
Wrenn,0
Truman,0
Sleiman,0
Calvert,0
Guirguis,0
Shen,1
Dudley,0
Oldham,0
Atterbury,0
Newbury,0
Lewin,0
Powles,0
Friel,0
Fakhoury,0
Samaha,0
Moghadam,0
Nielson,0
Gilder,0
Goring,0
Daher,0
Tuma,0
Malouf,0
Ashurst,0
Wickham,0
Isnard,0
Nourse,0
Dagher,0
Rudd,0
Jacques,0
Kirkwood,0
Seto,1
Fairchild,0
Addis,0
Lian,1
Sarraf,0
Goldman,0
Watt,0
Antoun,0
Mustafa,0
Millett,0
Mair,0
Kassis,0
Armitage,0
Norville,0
Said,0
Cham,0
Asfour,0
Burdett,0
Strong,0
Woolnough,0
Grivet,0
Linden,0
Ou-Yang,1
Millington,0
Fountain,0
Mak,1
Koury,0
Rowley,0
Lovett,0
Grosvenor,0
Tuma,0
Kinchin,0
Nader,0
Durant,0
Mifsud,0
Whitby,0
Yates,0
Goble,0
Allman,0
Myers,0
Budd,0
Mcgill,0
Bassett,0
Tang,0
Bishara,0
Halford,0
Jaffray,0
Gresham,0
Ghanem,0
Gunter,0
Atiyeh,0
Armour,0
Falconer,0
Tuma,0
Quinn,0
Welsh,0
Vinicombe,0
Roberts,0
Pinkney,0
Orton,0
Philips,0
Abboud,0
Malouf,0
Hadad,0
Weasley,0
Zhi,1
Isa,0
Elmore,0
Assaf,0
Fisk,0
Antoun,0
Evason,0
Handal,0
Ellwood,0
Forde,0
Totah,0
Qureshi,0
Handal,0
Emery,0
Yeardley,0
Mikhail,0
Moghadam,0
Ruff,0
Nader,0
Wheeldon,0
Newlands,0
Stretton,0
Mansell,0
Daher,0
Deans,0
Antar,0
Botros,0
Eade,0
Rahal,0
Eddison,0
Uddin,0
Said,0
Hakimi,0
Bishop,0
Fakhoury,0
Brady,0
Bitar,0
Rushton,0
Maroun,0
Davey,0
Robb,0
Uttridge,0
Kelliher,0
Ghannam,0
Alam,0
Henderson,0
Tuma,0
Seif,0
Ogilvy,0
Bitar,0
Sayegh,0
Boulos,0
Ward,0
Kattan,0
Kassell,0
Totah,0
Cai,1
Kassis,0
Crossley,0
Fretwell,0
Zhong,1
Dillon,0
Mawson,0
Lawn,0
Assaf,0
Eggison,0
Cross,0
Dawe,0
Abadi,0
Patrick,0
Mcguinness,0
Gray,0
Bright,0
Handal,0
Asker,0
Kelso,0
Kanaan,0
Lathey,0
Almasi,0
Tolmay,0
Goode,0
Kattan,0
Kassab,0
Ilsley,0
Yee,1
Alanson,0
Gooding,0
Marriott,0
Nanton,0
Safar,0
Won,1
Stanfield,0
Lyon,0
Cummins,0
Uttley,0
Barrow,0
Lane,0
Cham,0
Fagon,0
Shaughnessy,0
Sugden,0
Zogby,0
Mifsud,0
Loudon,0
Wildman,0
Chin,1
Cottrell,0
Haddad,0
Savage,0
Leach,0
Mifsud,0
Garrard,0
Kirkman,0
Sayegh,0
Hough,0
Ulyatt,0
Bear,0
Yeldon,0
Cham,0
Archer,0
Ullmann,0
Cullen,0
Kelsall,0
Gunby,0
Senior,0
Bond,0
Erridge,0
Bitar,0
Rackham,0
Number,0
King,0
Nassar,0
Handal,0
Mifsud,0
Epsom,0
Dale,0
Forsythe,0
Kassis,0
Bird,0
Albutt,0
Basara,0
Tansley,0
Wood,0
Coleman,0
Abrams,0
Rahal,0
Veitch,0
Awad,0
Touma,0
Shamoun,0
Finnegan,0
Assaf,0
Mansour,0
Fitton,0
Bouvet,0
Newcombe,0
Exon,0
Long,1
Perez,0
Dawes,0
Hadden,0
Kalb,0
Lowrie,0
Wakefield,0
Boulton,0
Earing,0
Gaber,0
Boutros,0
Safar,0
Crowley,0
Overett,0
Isa,0
Powell,0
Cheung,1
Pitts,0
Peebles,0
